addr,time,after_relax,i,after_write,tmin,tmax,timept
1097,0.9930500984191895,25,9,24,17,21,1
1097,0.9930500984191895,19,10,18,17,21,1
1097,0.9930500984191895,20,11,20,17,21,1
1097,0.9930500984191895,22,12,20,17,21,1
1097,0.9930500984191895,18,13,20,17,21,1
1097,0.9930500984191895,20,14,21,17,21,1
1097,0.9930500984191895,20,15,20,17,21,1
1098,1.005141019821167,27,0,21,18,22,1
1098,1.005141019821167,20,1,20,18,22,1
1098,1.005141019821167,16,2,22,18,22,1
1098,1.005141019821167,20,3,20,18,22,1
1098,1.005141019821167,22,4,22,18,22,1
1098,1.005141019821167,20,5,20,18,22,1
1098,1.005141019821167,15,6,20,18,22,1
1098,1.005141019821167,22,7,22,18,22,1
1098,1.005141019821167,22,8,20,18,22,1
1098,1.005141019821167,22,9,21,18,22,1
1098,1.005141019821167,22,10,21,18,22,1
1098,1.005141019821167,20,11,22,18,22,1
1098,1.005141019821167,21,12,22,18,22,1
1098,1.005141019821167,20,13,20,18,22,1
1098,1.005141019821167,18,14,21,18,22,1
1098,1.005141019821167,21,15,21,18,22,1
1099,0.9978079795837402,22,0,23,19,23,1
1099,0.9978079795837402,20,1,24,19,23,1
1099,0.9978079795837402,22,2,22,19,23,1
1099,0.9978079795837402,22,3,22,19,23,1
1099,0.9978079795837402,19,4,23,19,23,1
1099,0.9978079795837402,24,5,23,19,23,1
1099,0.9978079795837402,22,6,22,19,23,1
1099,0.9978079795837402,22,7,20,19,23,1
1099,0.9978079795837402,19,8,18,19,23,1
1099,0.9978079795837402,20,9,21,19,23,1
1099,0.9978079795837402,24,10,22,19,23,1
1099,0.9978079795837402,21,11,21,19,23,1
1099,0.9978079795837402,23,12,23,19,23,1
1099,0.9978079795837402,7,13,16,19,23,1
1099,0.9978079795837402,18,14,20,19,23,1
1099,0.9978079795837402,21,15,23,19,23,1
1100,1.0065133571624756,18,0,24,20,24,1
1100,1.0065133571624756,26,1,24,20,24,1
1100,1.0065133571624756,22,2,22,20,24,1
1100,1.0065133571624756,23,3,23,20,24,1
1100,1.0065133571624756,24,4,23,20,24,1
1100,1.0065133571624756,26,5,24,20,24,1
1100,1.0065133571624756,22,6,22,20,24,1
1100,1.0065133571624756,24,7,24,20,24,1
1100,1.0065133571624756,20,8,23,20,24,1
1100,1.0065133571624756,18,9,22,20,24,1
1100,1.0065133571624756,23,10,22,20,24,1
1100,1.0065133571624756,24,11,23,20,24,1
1100,1.0065133571624756,23,12,22,20,24,1
1100,1.0065133571624756,24,13,23,20,24,1
1100,1.0065133571624756,27,14,23,20,24,1
1100,1.0065133571624756,23,15,22,20,24,1
1101,1.0090270042419434,25,0,24,21,25,1
1101,1.0090270042419434,23,1,23,21,25,1
1101,1.0090270042419434,25,2,27,21,25,1
1101,1.0090270042419434,22,3,23,21,25,1
1101,1.0090270042419434,22,4,25,21,25,1
1101,1.0090270042419434,23,5,23,21,25,1
1101,1.0090270042419434,24,6,24,21,25,1
1101,1.0090270042419434,23,7,23,21,25,1
1101,1.0090270042419434,24,8,24,21,25,1
1101,1.0090270042419434,23,9,24,21,25,1
1101,1.0090270042419434,24,10,25,21,25,1
1101,1.0090270042419434,26,11,24,21,25,1
1101,1.0090270042419434,25,12,25,21,25,1
1101,1.0090270042419434,22,13,24,21,25,1
1101,1.0090270042419434,20,14,23,21,25,1
1101,1.0090270042419434,20,15,24,21,25,1
1102,1.0094516277313232,25,0,24,22,26,1
1102,1.0094516277313232,24,1,24,22,26,1
1102,1.0094516277313232,25,2,25,22,26,1
1102,1.0094516277313232,26,3,25,22,26,1
1102,1.0094516277313232,23,4,26,22,26,1
1102,1.0094516277313232,23,5,24,22,26,1
1102,1.0094516277313232,23,6,24,22,26,1
1102,1.0094516277313232,23,7,26,22,26,1
1102,1.0094516277313232,25,8,25,22,26,1
1102,1.0094516277313232,24,9,24,22,26,1
1102,1.0094516277313232,24,10,25,22,26,1
1102,1.0094516277313232,23,11,24,22,26,1
1102,1.0094516277313232,26,12,24,22,26,1
1102,1.0094516277313232,24,13,23,22,26,1
1102,1.0094516277313232,25,14,23,22,26,1
1102,1.0094516277313232,23,15,23,22,26,1
1103,0.9929440021514893,18,0,25,23,27,1
1103,0.9929440021514893,26,1,27,23,27,1
1103,0.9929440021514893,24,2,27,23,27,1
1103,0.9929440021514893,27,3,27,23,27,1
1103,0.9929440021514893,26,4,25,23,27,1
1103,0.9929440021514893,26,5,27,23,27,1
1103,0.9929440021514893,26,6,26,23,27,1
1103,0.9929440021514893,26,7,26,23,27,1
1103,0.9929440021514893,16,8,24,23,27,1
1103,0.9929440021514893,26,9,26,23,27,1
1103,0.9929440021514893,24,10,25,23,27,1
1103,0.9929440021514893,26,11,28,23,27,1
1103,0.9929440021514893,26,12,26,23,27,1
1103,0.9929440021514893,26,13,24,23,27,1
1103,0.9929440021514893,27,14,27,23,27,1
1103,0.9929440021514893,28,15,28,23,27,1
1104,0.9932882785797119,26,0,26,24,28,1
1104,0.9932882785797119,27,1,27,24,28,1
1104,0.9932882785797119,25,2,26,24,28,1
1104,0.9932882785797119,24,3,26,24,28,1
1104,0.9932882785797119,26,4,26,24,28,1
1104,0.9932882785797119,20,5,26,24,28,1
1104,0.9932882785797119,27,6,27,24,28,1
1104,0.9932882785797119,23,7,28,24,28,1
1104,0.9932882785797119,26,8,25,24,28,1
1104,0.9932882785797119,24,9,26,24,28,1
1104,0.9932882785797119,24,10,26,24,28,1
1104,0.9932882785797119,26,11,26,24,28,1
1104,0.9932882785797119,26,12,27,24,28,1
1104,0.9932882785797119,26,13,26,24,28,1
1104,0.9932882785797119,28,14,26,24,28,1
1104,0.9932882785797119,28,15,28,24,28,1
1105,0.9969813823699951,28,0,26,25,29,1
1105,0.9969813823699951,25,1,26,25,29,1
1105,0.9969813823699951,27,2,28,25,29,1
1105,0.9969813823699951,27,3,23,25,29,1
1105,0.9969813823699951,29,4,28,25,29,1
1105,0.9969813823699951,29,5,28,25,29,1
1105,0.9969813823699951,28,6,26,25,29,1
1105,0.9969813823699951,29,7,29,25,29,1
1105,0.9969813823699951,28,8,28,25,29,1
1105,0.9969813823699951,28,9,30,25,29,1
1105,0.9969813823699951,31,10,28,25,29,1
1105,0.9969813823699951,28,11,28,25,29,1
1105,0.9969813823699951,28,12,28,25,29,1
1105,0.9969813823699951,27,13,28,25,29,1
1105,0.9969813823699951,30,14,28,25,29,1
1105,0.9969813823699951,28,15,29,25,29,1
1106,1.0063436031341553,28,0,30,26,30,1
1106,1.0063436031341553,24,1,29,26,30,1
1106,1.0063436031341553,26,2,29,26,30,1
1106,1.0063436031341553,26,3,28,26,30,1
1106,1.0063436031341553,28,4,27,26,30,1
1106,1.0063436031341553,27,5,28,26,30,1
1106,1.0063436031341553,28,6,28,26,30,1
1106,1.0063436031341553,30,7,30,26,30,1
1106,1.0063436031341553,28,8,29,26,30,1
1106,1.0063436031341553,28,9,30,26,30,1
1106,1.0063436031341553,28,10,29,26,30,1
1106,1.0063436031341553,28,11,29,26,30,1
1106,1.0063436031341553,26,12,28,26,30,1
1106,1.0063436031341553,32,13,28,26,30,1
1106,1.0063436031341553,29,14,30,26,30,1
1106,1.0063436031341553,26,15,28,26,30,1
1107,0.9953794479370117,30,0,28,27,31,1
1107,0.9953794479370117,29,1,29,27,31,1
1107,0.9953794479370117,30,2,30,27,31,1
1107,0.9953794479370117,29,3,29,27,31,1
1107,0.9953794479370117,28,4,28,27,31,1
1107,0.9953794479370117,29,5,29,27,31,1
1107,0.9953794479370117,29,6,29,27,31,1
1107,0.9953794479370117,32,7,28,27,31,1
1107,0.9953794479370117,28,8,28,27,31,1
1107,0.9953794479370117,29,9,29,27,31,1
1107,0.9953794479370117,30,10,30,27,31,1
1107,0.9953794479370117,29,11,30,27,31,1
1107,0.9953794479370117,34,12,33,27,31,1
1107,0.9953794479370117,29,13,30,27,31,1
1107,0.9953794479370117,30,14,28,27,31,1
1107,0.9953794479370117,30,15,31,27,31,1
1108,0.9999310970306396,30,0,31,28,32,1
1108,0.9999310970306396,28,1,28,28,32,1
1108,0.9999310970306396,29,2,31,28,32,1
1108,0.9999310970306396,26,3,28,28,32,1
1108,0.9999310970306396,30,4,30,28,32,1
1108,0.9999310970306396,30,5,31,28,32,1
1108,0.9999310970306396,31,6,28,28,32,1
1108,0.9999310970306396,29,7,31,28,32,1
1108,0.9999310970306396,30,8,32,28,32,1
1108,0.9999310970306396,29,9,30,28,32,1
1108,0.9999310970306396,31,10,31,28,32,1
1108,0.9999310970306396,30,11,31,28,32,1
1108,0.9999310970306396,30,12,32,28,32,1
1108,0.9999310970306396,28,13,31,28,32,1
1108,0.9999310970306396,28,14,31,28,32,1
1108,0.9999310970306396,33,15,31,28,32,1
1109,0.9899845123291016,30,0,31,29,33,1
1109,0.9899845123291016,32,1,32,29,33,1
1109,0.9899845123291016,34,2,34,29,33,1
1109,0.9899845123291016,31,3,33,29,33,1
1109,0.9899845123291016,31,4,31,29,33,1
1109,0.9899845123291016,32,5,31,29,33,1
1109,0.9899845123291016,31,6,31,29,33,1
1109,0.9899845123291016,32,7,32,29,33,1
1109,0.9899845123291016,32,8,33,29,33,1
1109,0.9899845123291016,31,9,31,29,33,1
1109,0.9899845123291016,31,10,31,29,33,1
1109,0.9899845123291016,33,11,31,29,33,1
1109,0.9899845123291016,31,12,31,29,33,1
1109,0.9899845123291016,31,13,32,29,33,1
1109,0.9899845123291016,30,14,31,29,33,1
1109,0.9899845123291016,31,15,31,29,33,1
1110,1.011303424835205,31,0,32,30,34,1
1110,1.011303424835205,32,1,32,30,34,1
1110,1.011303424835205,33,2,32,30,34,1
1110,1.011303424835205,34,3,31,30,34,1
1110,1.011303424835205,32,4,31,30,34,1
1110,1.011303424835205,34,5,32,30,34,1
1110,1.011303424835205,30,6,34,30,34,1
1110,1.011303424835205,33,7,32,30,34,1
1110,1.011303424835205,33,8,32,30,34,1
1110,1.011303424835205,33,9,31,30,34,1
1110,1.011303424835205,32,10,32,30,34,1
1110,1.011303424835205,32,11,32,30,34,1
1110,1.011303424835205,32,12,33,30,34,1
1110,1.011303424835205,31,13,32,30,34,1
1110,1.011303424835205,26,14,33,30,34,1
1110,1.011303424835205,32,15,32,30,34,1
1111,0.9970297813415527,34,0,35,31,35,1
1111,0.9970297813415527,34,1,34,31,35,1
1111,0.9970297813415527,32,2,33,31,35,1
1111,0.9970297813415527,34,3,35,31,35,1
1111,0.9970297813415527,35,4,35,31,35,1
1111,0.9970297813415527,34,5,35,31,35,1
1111,0.9970297813415527,34,6,33,31,35,1
1111,0.9970297813415527,35,7,33,31,35,1
1111,0.9970297813415527,32,8,33,31,35,1
1111,0.9970297813415527,34,9,34,31,35,1
1111,0.9970297813415527,32,10,37,31,35,1
1111,0.9970297813415527,34,11,34,31,35,1
1111,0.9970297813415527,35,12,33,31,35,1
1111,0.9970297813415527,34,13,33,31,35,1
1111,0.9970297813415527,34,14,34,31,35,1
1111,0.9970297813415527,34,15,33,31,35,1
1112,1.0001041889190674,35,0,35,32,36,1
1112,1.0001041889190674,36,1,36,32,36,1
1112,1.0001041889190674,31,2,31,32,36,1
1112,1.0001041889190674,31,3,36,32,36,1
1112,1.0001041889190674,33,4,34,32,36,1
1112,1.0001041889190674,33,5,34,32,36,1
1112,1.0001041889190674,37,6,33,32,36,1
1112,1.0001041889190674,34,7,35,32,36,1
1112,1.0001041889190674,31,8,34,32,36,1
1112,1.0001041889190674,33,9,34,32,36,1
1112,1.0001041889190674,36,10,35,32,36,1
1112,1.0001041889190674,36,11,35,32,36,1
1112,1.0001041889190674,33,12,35,32,36,1
1112,1.0001041889190674,36,13,35,32,36,1
1112,1.0001041889190674,33,14,36,32,36,1
1112,1.0001041889190674,34,15,34,32,36,1
1113,0.9986293315887451,35,0,34,33,37,1
1113,0.9986293315887451,36,1,36,33,37,1
1113,0.9986293315887451,36,2,35,33,37,1
1113,0.9986293315887451,34,3,34,33,37,1
1113,0.9986293315887451,37,4,35,33,37,1
1113,0.9986293315887451,36,5,34,33,37,1
1113,0.9986293315887451,35,6,36,33,37,1
1113,0.9986293315887451,33,7,35,33,37,1
1113,0.9986293315887451,33,8,34,33,37,1
1113,0.9986293315887451,36,9,35,33,37,1
1113,0.9986293315887451,35,10,36,33,37,1
1113,0.9986293315887451,34,11,36,33,37,1
1113,0.9986293315887451,35,12,36,33,37,1
1113,0.9986293315887451,37,13,36,33,37,1
1113,0.9986293315887451,36,14,34,33,37,1
1113,0.9986293315887451,34,15,34,33,37,1
1114,1.0032415390014648,37,0,38,34,38,1
1114,1.0032415390014648,35,1,36,34,38,1
1114,1.0032415390014648,35,2,38,34,38,1
1114,1.0032415390014648,36,3,37,34,38,1
1114,1.0032415390014648,35,4,36,34,38,1
1114,1.0032415390014648,38,5,38,34,38,1
1114,1.0032415390014648,36,6,36,34,38,1
1114,1.0032415390014648,36,7,36,34,38,1
1114,1.0032415390014648,34,8,37,34,38,1
1114,1.0032415390014648,36,9,36,34,38,1
1114,1.0032415390014648,37,10,37,34,38,1
1114,1.0032415390014648,37,11,37,34,38,1
1114,1.0032415390014648,36,12,37,34,38,1
1114,1.0032415390014648,39,13,38,34,38,1
1114,1.0032415390014648,36,14,36,34,38,1
1114,1.0032415390014648,37,15,38,34,38,1
1115,0.990358829498291,38,0,39,35,39,1
1115,0.990358829498291,39,1,38,35,39,1
1115,0.990358829498291,39,2,39,35,39,1
1115,0.990358829498291,38,3,37,35,39,1
1115,0.990358829498291,38,4,38,35,39,1
1115,0.990358829498291,38,5,38,35,39,1
1115,0.990358829498291,36,6,38,35,39,1
1115,0.990358829498291,37,7,37,35,39,1
1115,0.990358829498291,40,8,39,35,39,1
1115,0.990358829498291,37,9,36,35,39,1
1115,0.990358829498291,39,10,39,35,39,1
1115,0.990358829498291,38,11,38,35,39,1
1115,0.990358829498291,38,12,39,35,39,1
1115,0.990358829498291,39,13,38,35,39,1
1115,0.990358829498291,36,14,36,35,39,1
1115,0.990358829498291,37,15,36,35,39,1
1116,1.0019116401672363,36,0,37,36,40,1
1116,1.0019116401672363,39,1,40,36,40,1
1116,1.0019116401672363,38,2,39,36,40,1
1116,1.0019116401672363,38,3,39,36,40,1
1116,1.0019116401672363,39,4,39,36,40,1
1116,1.0019116401672363,39,5,40,36,40,1
1116,1.0019116401672363,38,6,38,36,40,1
1116,1.0019116401672363,40,7,40,36,40,1
1116,1.0019116401672363,37,8,39,36,40,1
1116,1.0019116401672363,37,9,38,36,40,1
1116,1.0019116401672363,37,10,38,36,40,1
1116,1.0019116401672363,36,11,38,36,40,1
1116,1.0019116401672363,38,12,39,36,40,1
1116,1.0019116401672363,39,13,40,36,40,1
1116,1.0019116401672363,41,14,41,36,40,1
1116,1.0019116401672363,40,15,39,36,40,1
1117,1.0097174644470215,39,0,39,37,41,1
1117,1.0097174644470215,39,1,40,37,41,1
1117,1.0097174644470215,39,2,39,37,41,1
1117,1.0097174644470215,39,3,38,37,41,1
1117,1.0097174644470215,38,4,39,37,41,1
1117,1.0097174644470215,41,5,40,37,41,1
1117,1.0097174644470215,39,6,37,37,41,1
1117,1.0097174644470215,39,7,40,37,41,1
1117,1.0097174644470215,39,8,40,37,41,1
1117,1.0097174644470215,40,9,39,37,41,1
1117,1.0097174644470215,38,10,38,37,41,1
1117,1.0097174644470215,40,11,42,37,41,1
1117,1.0097174644470215,39,12,39,37,41,1
1117,1.0097174644470215,39,13,39,37,41,1
1117,1.0097174644470215,40,14,40,37,41,1
1117,1.0097174644470215,39,15,40,37,41,1
1118,0.9976844787597656,40,0,39,38,42,1
1118,0.9976844787597656,40,1,40,38,42,1
1118,0.9976844787597656,40,2,39,38,42,1
1118,0.9976844787597656,39,3,40,38,42,1
1118,0.9976844787597656,37,4,40,38,42,1
1118,0.9976844787597656,39,5,40,38,42,1
1118,0.9976844787597656,41,6,39,38,42,1
1118,0.9976844787597656,42,7,41,38,42,1
1118,0.9976844787597656,42,8,42,38,42,1
1118,0.9976844787597656,41,9,41,38,42,1
1118,0.9976844787597656,39,10,39,38,42,1
1118,0.9976844787597656,38,11,39,38,42,1
1118,0.9976844787597656,40,12,41,38,42,1
1118,0.9976844787597656,41,13,40,38,42,1
1118,0.9976844787597656,39,14,39,38,42,1
1118,0.9976844787597656,39,15,40,38,42,1
1119,0.9983398914337158,42,0,42,39,43,1
1119,0.9983398914337158,42,1,40,39,43,1
1119,0.9983398914337158,31,2,41,39,43,1
1119,0.9983398914337158,43,3,43,39,43,1
1119,0.9983398914337158,40,4,40,39,43,1
1119,0.9983398914337158,40,5,42,39,43,1
1119,0.9983398914337158,40,6,40,39,43,1
1119,0.9983398914337158,42,7,41,39,43,1
1119,0.9983398914337158,40,8,42,39,43,1
1119,0.9983398914337158,41,9,42,39,43,1
1119,0.9983398914337158,43,10,42,39,43,1
1119,0.9983398914337158,39,11,42,39,43,1
1119,0.9983398914337158,40,12,41,39,43,1
1119,0.9983398914337158,42,13,42,39,43,1
1119,0.9983398914337158,43,14,42,39,43,1
1119,0.9983398914337158,44,15,44,39,43,1
1120,1.0052587985992432,43,0,43,40,44,1
1120,1.0052587985992432,43,1,44,40,44,1
1120,1.0052587985992432,44,2,44,40,44,1
1120,1.0052587985992432,42,3,43,40,44,1
1120,1.0052587985992432,42,4,42,40,44,1
1120,1.0052587985992432,42,5,40,40,44,1
1120,1.0052587985992432,42,6,42,40,44,1
1120,1.0052587985992432,41,7,42,40,44,1
1120,1.0052587985992432,43,8,42,40,44,1
1120,1.0052587985992432,43,9,42,40,44,1
1120,1.0052587985992432,40,10,42,40,44,1
1120,1.0052587985992432,44,11,42,40,44,1
1120,1.0052587985992432,42,12,41,40,44,1
1120,1.0052587985992432,43,13,43,40,44,1
1120,1.0052587985992432,41,14,42,40,44,1
1120,1.0052587985992432,44,15,44,40,44,1
1121,0.9955384731292725,43,0,42,41,45,1
1121,0.9955384731292725,42,1,42,41,45,1
1121,0.9955384731292725,43,2,43,41,45,1
1121,0.9955384731292725,42,3,45,41,45,1
1121,0.9955384731292725,44,4,43,41,45,1
1121,0.9955384731292725,42,5,42,41,45,1
1121,0.9955384731292725,42,6,42,41,45,1
1121,0.9955384731292725,42,7,43,41,45,1
1121,0.9955384731292725,44,8,44,41,45,1
1121,0.9955384731292725,44,9,42,41,45,1
1121,0.9955384731292725,40,10,43,41,45,1
1121,0.9955384731292725,44,11,42,41,45,1
1121,0.9955384731292725,43,12,44,41,45,1
1121,0.9955384731292725,40,13,43,41,45,1
1121,0.9955384731292725,43,14,44,41,45,1
1121,0.9955384731292725,42,15,42,41,45,1
1122,1.0095982551574707,44,0,44,42,46,1
1122,1.0095982551574707,44,1,45,42,46,1
1122,1.0095982551574707,39,2,43,42,46,1
1122,1.0095982551574707,44,3,42,42,46,1
1122,1.0095982551574707,44,4,45,42,46,1
1122,1.0095982551574707,44,5,44,42,46,1
1122,1.0095982551574707,44,6,44,42,46,1
1122,1.0095982551574707,45,7,46,42,46,1
1122,1.0095982551574707,45,8,45,42,46,1
1122,1.0095982551574707,45,9,44,42,46,1
1122,1.0095982551574707,42,10,44,42,46,1
1122,1.0095982551574707,44,11,45,42,46,1
1122,1.0095982551574707,42,12,44,42,46,1
1122,1.0095982551574707,42,13,42,42,46,1
1122,1.0095982551574707,43,14,44,42,46,1
1122,1.0095982551574707,45,15,44,42,46,1
1123,1.0070815086364746,45,0,44,43,47,1
1123,1.0070815086364746,45,1,45,43,47,1
1123,1.0070815086364746,46,2,46,43,47,1
1123,1.0070815086364746,47,3,46,43,47,1
1123,1.0070815086364746,45,4,44,43,47,1
1123,1.0070815086364746,46,5,46,43,47,1
1123,1.0070815086364746,44,6,46,43,47,1
1123,1.0070815086364746,44,7,46,43,47,1
1123,1.0070815086364746,44,8,45,43,47,1
1123,1.0070815086364746,44,9,44,43,47,1
1123,1.0070815086364746,44,10,44,43,47,1
1123,1.0070815086364746,46,11,46,43,47,1
1123,1.0070815086364746,46,12,47,43,47,1
1123,1.0070815086364746,44,13,46,43,47,1
1123,1.0070815086364746,45,14,46,43,47,1
1123,1.0070815086364746,44,15,46,43,47,1
1124,0.9966332912445068,46,0,45,44,48,1
1124,0.9966332912445068,46,1,46,44,48,1
1124,0.9966332912445068,47,2,47,44,48,1
1124,0.9966332912445068,47,3,47,44,48,1
1124,0.9966332912445068,47,4,48,44,48,1
1124,0.9966332912445068,46,5,47,44,48,1
1124,0.9966332912445068,47,6,47,44,48,1
1124,0.9966332912445068,46,7,47,44,48,1
1124,0.9966332912445068,48,8,47,44,48,1
1124,0.9966332912445068,47,9,46,44,48,1
1124,0.9966332912445068,45,10,46,44,48,1
1124,0.9966332912445068,45,11,46,44,48,1
1124,0.9966332912445068,47,12,47,44,48,1
1124,0.9966332912445068,48,13,48,44,48,1
1124,0.9966332912445068,46,14,46,44,48,1
1124,0.9966332912445068,47,15,47,44,48,1
1125,1.0021343231201172,47,0,48,45,49,1
1125,1.0021343231201172,47,1,47,45,49,1
1125,1.0021343231201172,50,2,48,45,49,1
1125,1.0021343231201172,47,3,47,45,49,1
1125,1.0021343231201172,48,4,49,45,49,1
1125,1.0021343231201172,50,5,49,45,49,1
1125,1.0021343231201172,47,6,47,45,49,1
1125,1.0021343231201172,49,7,48,45,49,1
1125,1.0021343231201172,47,8,47,45,49,1
1125,1.0021343231201172,47,9,47,45,49,1
1125,1.0021343231201172,48,10,47,45,49,1
1125,1.0021343231201172,48,11,50,45,49,1
1125,1.0021343231201172,47,12,47,45,49,1
1125,1.0021343231201172,47,13,47,45,49,1
1125,1.0021343231201172,47,14,47,45,49,1
1125,1.0021343231201172,48,15,49,45,49,1
1126,1.001173734664917,48,0,50,46,50,1
1126,1.001173734664917,47,1,48,46,50,1
1126,1.001173734664917,48,2,48,46,50,1
1126,1.001173734664917,48,3,48,46,50,1
1126,1.001173734664917,47,4,48,46,50,1
1126,1.001173734664917,47,5,48,46,50,1
1126,1.001173734664917,50,6,49,46,50,1
1126,1.001173734664917,49,7,50,46,50,1
1126,1.001173734664917,49,8,48,46,50,1
1126,1.001173734664917,48,9,48,46,50,1
1126,1.001173734664917,50,10,50,46,50,1
1126,1.001173734664917,48,11,47,46,50,1
1126,1.001173734664917,48,12,49,46,50,1
1126,1.001173734664917,48,13,47,46,50,1
1126,1.001173734664917,48,14,49,46,50,1
1126,1.001173734664917,48,15,47,46,50,1
1127,0.9959285259246826,49,0,50,47,51,1
1127,0.9959285259246826,48,1,50,47,51,1
1127,0.9959285259246826,49,2,48,47,51,1
1127,0.9959285259246826,48,3,48,47,51,1
1127,0.9959285259246826,49,4,49,47,51,1
1127,0.9959285259246826,48,5,49,47,51,1
1127,0.9959285259246826,48,6,49,47,51,1
1127,0.9959285259246826,48,7,48,47,51,1
1127,0.9959285259246826,50,8,48,47,51,1
1127,0.9959285259246826,50,9,50,47,51,1
1127,0.9959285259246826,48,10,48,47,51,1
1127,0.9959285259246826,49,11,48,47,51,1
1127,0.9959285259246826,48,12,48,47,51,1
1127,0.9959285259246826,48,13,48,47,51,1
1127,0.9959285259246826,47,14,48,47,51,1
1127,0.9959285259246826,48,15,48,47,51,1
1128,0.9925065040588379,49,0,49,48,52,1
1128,0.9925065040588379,51,1,51,48,52,1
1128,0.9925065040588379,50,2,51,48,52,1
1128,0.9925065040588379,50,3,51,48,52,1
1128,0.9925065040588379,50,4,50,48,52,1
1128,0.9925065040588379,48,5,50,48,52,1
1128,0.9925065040588379,49,6,50,48,52,1
1128,0.9925065040588379,50,7,50,48,52,1
1128,0.9925065040588379,51,8,51,48,52,1
1128,0.9925065040588379,50,9,50,48,52,1
1128,0.9925065040588379,51,10,51,48,52,1
1128,0.9925065040588379,50,11,50,48,52,1
1128,0.9925065040588379,50,12,50,48,52,1
1128,0.9925065040588379,48,13,49,48,52,1
1128,0.9925065040588379,49,14,50,48,52,1
1128,0.9925065040588379,49,15,50,48,52,1
1129,1.003249168395996,50,0,50,49,53,1
1129,1.003249168395996,50,1,50,49,53,1
1129,1.003249168395996,50,2,50,49,53,1
1129,1.003249168395996,51,3,50,49,53,1
1129,1.003249168395996,50,4,51,49,53,1
1129,1.003249168395996,50,5,50,49,53,1
1129,1.003249168395996,52,6,51,49,53,1
1129,1.003249168395996,53,7,51,49,53,1
1129,1.003249168395996,48,8,50,49,53,1
1129,1.003249168395996,51,9,50,49,53,1
1129,1.003249168395996,51,10,50,49,53,1
1129,1.003249168395996,50,11,50,49,53,1
1129,1.003249168395996,50,12,50,49,53,1
1129,1.003249168395996,48,13,51,49,53,1
1129,1.003249168395996,50,14,51,49,53,1
1129,1.003249168395996,50,15,50,49,53,1
1130,1.0030746459960938,51,0,51,50,54,1
1130,1.0030746459960938,50,1,52,50,54,1
1130,1.0030746459960938,52,2,52,50,54,1
1130,1.0030746459960938,50,3,50,50,54,1
1130,1.0030746459960938,48,4,50,50,54,1
1130,1.0030746459960938,51,5,50,50,54,1
1130,1.0030746459960938,50,6,51,50,54,1
1130,1.0030746459960938,52,7,52,50,54,1
1130,1.0030746459960938,50,8,51,50,54,1
1130,1.0030746459960938,51,9,50,50,54,1
1130,1.0030746459960938,52,10,52,50,54,1
1130,1.0030746459960938,50,11,50,50,54,1
1130,1.0030746459960938,51,12,52,50,54,1
1130,1.0030746459960938,49,13,50,50,54,1
1130,1.0030746459960938,50,14,50,50,54,1
1130,1.0030746459960938,52,15,52,50,54,1
1131,0.9966919422149658,52,0,52,51,55,1
1131,0.9966919422149658,52,1,54,51,55,1
1131,0.9966919422149658,54,2,52,51,55,1
1131,0.9966919422149658,54,3,54,51,55,1
1131,0.9966919422149658,52,4,52,51,55,1
1131,0.9966919422149658,52,5,52,51,55,1
1131,0.9966919422149658,52,6,52,51,55,1
1131,0.9966919422149658,52,7,52,51,55,1
1131,0.9966919422149658,52,8,52,51,55,1
1131,0.9966919422149658,50,9,53,51,55,1
1131,0.9966919422149658,53,10,53,51,55,1
1131,0.9966919422149658,52,11,52,51,55,1
1131,0.9966919422149658,53,12,53,51,55,1
1131,0.9966919422149658,53,13,53,51,55,1
1131,0.9966919422149658,52,14,53,51,55,1
1131,0.9966919422149658,53,15,53,51,55,1
1132,1.0062379837036133,52,0,54,52,56,1
1132,1.0062379837036133,54,1,53,52,56,1
1132,1.0062379837036133,55,2,54,52,56,1
1132,1.0062379837036133,54,3,54,52,56,1
1132,1.0062379837036133,54,4,54,52,56,1
1132,1.0062379837036133,55,5,55,52,56,1
1132,1.0062379837036133,52,6,52,52,56,1
1132,1.0062379837036133,55,7,55,52,56,1
1132,1.0062379837036133,54,8,54,52,56,1
1132,1.0062379837036133,55,9,54,52,56,1
1132,1.0062379837036133,55,10,55,52,56,1
1132,1.0062379837036133,55,11,53,52,56,1
1132,1.0062379837036133,54,12,53,52,56,1
1132,1.0062379837036133,55,13,55,52,56,1
1132,1.0062379837036133,55,14,54,52,56,1
1132,1.0062379837036133,55,15,56,52,56,1
1133,0.9988269805908203,56,0,56,53,57,1
1133,0.9988269805908203,56,1,56,53,57,1
1133,0.9988269805908203,55,2,56,53,57,1
1133,0.9988269805908203,55,3,55,53,57,1
1133,0.9988269805908203,56,4,55,53,57,1
1133,0.9988269805908203,53,5,56,53,57,1
1133,0.9988269805908203,57,6,57,53,57,1
1133,0.9988269805908203,54,7,55,53,57,1
1133,0.9988269805908203,56,8,55,53,57,1
1133,0.9988269805908203,55,9,55,53,57,1
1133,0.9988269805908203,55,10,55,53,57,1
1133,0.9988269805908203,56,11,55,53,57,1
1133,0.9988269805908203,54,12,54,53,57,1
1133,0.9988269805908203,54,13,55,53,57,1
1133,0.9988269805908203,55,14,54,53,57,1
1133,0.9988269805908203,55,15,54,53,57,1
1134,1.0038092136383057,56,0,56,54,58,1
1134,1.0038092136383057,54,1,55,54,58,1
