addr,time,after_relax,i,after_write,tmin,tmax,timept
1024,0.9957613945007324,6,0,6,4,8,1
1024,0.9957613945007324,8,1,8,4,8,1
1024,0.9957613945007324,7,2,7,4,8,1
1024,0.9957613945007324,6,3,5,4,8,1
1024,0.9957613945007324,6,4,6,4,8,1
1024,0.9957613945007324,7,5,7,4,8,1
1024,0.9957613945007324,9,6,7,4,8,1
1024,0.9957613945007324,8,7,8,4,8,1
1024,0.9957613945007324,7,8,8,4,8,1
1024,0.9957613945007324,8,9,7,4,8,1
1024,0.9957613945007324,7,10,7,4,8,1
1024,0.9957613945007324,5,11,6,4,8,1
1024,0.9957613945007324,8,12,8,4,8,1
1024,0.9957613945007324,6,13,6,4,8,1
1024,0.9957613945007324,10,14,9,4,8,1
1024,0.9957613945007324,7,15,7,4,8,1
1025,1.0012495517730713,6,0,6,5,9,1
1025,1.0012495517730713,7,1,8,5,9,1
1025,1.0012495517730713,10,2,9,5,9,1
1025,1.0012495517730713,6,3,6,5,9,1
1025,1.0012495517730713,9,4,9,5,9,1
1025,1.0012495517730713,9,5,10,5,9,1
1025,1.0012495517730713,8,6,8,5,9,1
1025,1.0012495517730713,9,7,9,5,9,1
1025,1.0012495517730713,7,8,9,5,9,1
1025,1.0012495517730713,8,9,8,5,9,1
1025,1.0012495517730713,7,10,6,5,9,1
1025,1.0012495517730713,8,11,8,5,9,1
1025,1.0012495517730713,9,12,9,5,9,1
1025,1.0012495517730713,8,13,8,5,9,1
1025,1.0012495517730713,9,14,7,5,9,1
1025,1.0012495517730713,6,15,9,5,9,1
1026,1.0057578086853027,10,0,11,6,10,1
1026,1.0057578086853027,15,1,15,6,10,1
1026,1.0057578086853027,8,2,9,6,10,1
1026,1.0057578086853027,9,3,10,6,10,1
1026,1.0057578086853027,8,4,8,6,10,1
1026,1.0057578086853027,7,5,11,6,10,1
1026,1.0057578086853027,7,6,7,6,10,1
1026,1.0057578086853027,7,7,8,6,10,1
1026,1.0057578086853027,9,8,9,6,10,1
1026,1.0057578086853027,8,9,8,6,10,1
1026,1.0057578086853027,10,10,10,6,10,1
1026,1.0057578086853027,7,11,7,6,10,1
1026,1.0057578086853027,9,12,8,6,10,1
1026,1.0057578086853027,7,13,10,6,10,1
1026,1.0057578086853027,10,14,10,6,10,1
1026,1.0057578086853027,11,15,10,6,10,1
1027,1.0075876712799072,10,0,10,7,11,1
1027,1.0075876712799072,9,1,8,7,11,1
1027,1.0075876712799072,15,2,12,7,11,1
1027,1.0075876712799072,10,3,12,7,11,1
1027,1.0075876712799072,10,4,11,7,11,1
1027,1.0075876712799072,10,5,11,7,11,1
1027,1.0075876712799072,7,6,10,7,11,1
1027,1.0075876712799072,10,7,10,7,11,1
1027,1.0075876712799072,8,8,9,7,11,1
1027,1.0075876712799072,7,9,10,7,11,1
1027,1.0075876712799072,10,10,8,7,11,1
1027,1.0075876712799072,10,11,11,7,11,1
1027,1.0075876712799072,12,12,10,7,11,1
1027,1.0075876712799072,12,13,12,7,11,1
1027,1.0075876712799072,12,14,12,7,11,1
1027,1.0075876712799072,9,15,8,7,11,1
1028,0.9932339191436768,12,0,12,8,12,1
1028,0.9932339191436768,12,1,12,8,12,1
1028,0.9932339191436768,10,2,10,8,12,1
1028,0.9932339191436768,12,3,12,8,12,1
1028,0.9932339191436768,14,4,14,8,12,1
1028,0.9932339191436768,11,5,12,8,12,1
1028,0.9932339191436768,17,6,11,8,12,1
1028,0.9932339191436768,9,7,9,8,12,1
1028,0.9932339191436768,8,8,8,8,12,1
1028,0.9932339191436768,7,9,11,8,12,1
1028,0.9932339191436768,6,10,6,8,12,1
1028,0.9932339191436768,12,11,12,8,12,1
1028,0.9932339191436768,10,12,12,8,12,1
1028,0.9932339191436768,12,13,13,8,12,1
1028,0.9932339191436768,10,14,10,8,12,1
1028,0.9932339191436768,12,15,12,8,12,1
1029,1.004197120666504,12,0,12,9,13,1
1029,1.004197120666504,12,1,12,9,13,1
1029,1.004197120666504,12,2,12,9,13,1
1029,1.004197120666504,10,3,10,9,13,1
1029,1.004197120666504,11,4,12,9,13,1
1029,1.004197120666504,11,5,11,9,13,1
1029,1.004197120666504,12,6,12,9,13,1
1029,1.004197120666504,10,7,13,9,13,1
1029,1.004197120666504,10,8,12,9,13,1
1029,1.004197120666504,12,9,12,9,13,1
1029,1.004197120666504,11,10,11,9,13,1
1029,1.004197120666504,11,11,13,9,13,1
1029,1.004197120666504,8,12,9,9,13,1
1029,1.004197120666504,12,13,11,9,13,1
1029,1.004197120666504,15,14,13,9,13,1
1029,1.004197120666504,7,15,7,9,13,1
1030,1.008208990097046,14,0,14,10,14,1
1030,1.008208990097046,12,1,12,10,14,1
1030,1.008208990097046,10,2,12,10,14,1
1030,1.008208990097046,14,3,14,10,14,1
1030,1.008208990097046,14,4,14,10,14,1
1030,1.008208990097046,10,5,12,10,14,1
1030,1.008208990097046,14,6,14,10,14,1
1030,1.008208990097046,15,7,14,10,14,1
1030,1.008208990097046,11,8,12,10,14,1
1030,1.008208990097046,14,9,12,10,14,1
1030,1.008208990097046,10,10,12,10,14,1
1030,1.008208990097046,12,11,12,10,14,1
1030,1.008208990097046,15,12,14,10,14,1
1030,1.008208990097046,12,13,14,10,14,1
1030,1.008208990097046,12,14,13,10,14,1
1030,1.008208990097046,14,15,14,10,14,1
1031,0.9981796741485596,13,0,15,11,15,1
1031,0.9981796741485596,15,1,14,11,15,1
1031,0.9981796741485596,11,2,13,11,15,1
1031,0.9981796741485596,15,3,13,11,15,1
1031,0.9981796741485596,14,4,14,11,15,1
1031,0.9981796741485596,10,5,14,11,15,1
1031,0.9981796741485596,13,6,12,11,15,1
1031,0.9981796741485596,13,7,13,11,15,1
1031,0.9981796741485596,12,8,13,11,15,1
1031,0.9981796741485596,15,9,15,11,15,1
1031,0.9981796741485596,15,10,15,11,15,1
1031,0.9981796741485596,13,11,13,11,15,1
1031,0.9981796741485596,14,12,15,11,15,1
1031,0.9981796741485596,14,13,14,11,15,1
1031,0.9981796741485596,15,14,15,11,15,1
1031,0.9981796741485596,18,15,15,11,15,1
1032,1.0096347332000732,15,0,14,12,16,1
1032,1.0096347332000732,16,1,16,12,16,1
1032,1.0096347332000732,15,2,14,12,16,1
1032,1.0096347332000732,14,3,15,12,16,1
1032,1.0096347332000732,14,4,14,12,16,1
1032,1.0096347332000732,16,5,15,12,16,1
1032,1.0096347332000732,17,6,14,12,16,1
1032,1.0096347332000732,15,7,16,12,16,1
1032,1.0096347332000732,15,8,15,12,16,1
1032,1.0096347332000732,15,9,15,12,16,1
1032,1.0096347332000732,14,10,14,12,16,1
1032,1.0096347332000732,15,11,15,12,16,1
1032,1.0096347332000732,11,12,14,12,16,1
1032,1.0096347332000732,20,13,15,12,16,1
1032,1.0096347332000732,14,14,15,12,16,1
1032,1.0096347332000732,16,15,16,12,16,1
1033,1.0055694580078125,15,0,16,13,17,1
1033,1.0055694580078125,14,1,15,13,17,1
1033,1.0055694580078125,17,2,15,13,17,1
1033,1.0055694580078125,15,3,15,13,17,1
1033,1.0055694580078125,14,4,17,13,17,1
1033,1.0055694580078125,15,5,15,13,17,1
1033,1.0055694580078125,16,6,16,13,17,1
1033,1.0055694580078125,14,7,15,13,17,1
1033,1.0055694580078125,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16,13,17,1
1033,1.0055694580078125,13,10,15,13,17,1
1033,1.0055694580078125,17,11,16,13,17,1
1033,1.0055694580078125,15,12,16,13,17,1
1033,1.0055694580078125,14,13,18,13,17,1
1033,1.0055694580078125,17,14,16,13,17,1
1033,1.0055694580078125,22,15,22,13,17,1
1034,0.9991440773010254,16,0,16,14,18,1
1034,0.9991440773010254,16,1,15,14,18,1
1034,0.9991440773010254,16,2,15,14,18,1
1034,0.9991440773010254,15,3,15,14,18,1
1034,0.9991440773010254,18,4,18,14,18,1
1034,0.9991440773010254,18,5,18,14,18,1
1034,0.9991440773010254,15,6,15,14,18,1
1034,0.9991440773010254,15,7,18,14,18,1
1034,0.9991440773010254,16,8,17,14,18,1
1034,0.9991440773010254,16,9,17,14,18,1
1034,0.9991440773010254,19,10,18,14,18,1
1034,0.9991440773010254,11,11,15,14,18,1
1034,0.9991440773010254,14,12,16,14,18,1
1034,0.9991440773010254,17,13,17,14,18,1
1034,0.9991440773010254,16,14,17,14,18,1
1034,0.9991440773010254,18,15,18,14,18,1
1035,1.0076305866241455,17,0,18,15,19,1
1035,1.0076305866241455,19,1,18,15,19,1
1035,1.0076305866241455,20,2,18,15,19,1
1035,1.0076305866241455,16,3,16,15,19,1
1035,1.0076305866241455,15,4,20,15,19,1
1035,1.0076305866241455,18,5,18,15,19,1
1035,1.0076305866241455,16,6,16,15,19,1
1035,1.0076305866241455,19,7,18,15,19,1
1035,1.0076305866241455,14,8,17,15,19,1
1035,1.0076305866241455,18,9,18,15,19,1
1035,1.0076305866241455,15,10,18,15,19,1
1035,1.0076305866241455,16,11,15,15,19,1
1035,1.0076305866241455,19,12,18,15,19,1
1035,1.0076305866241455,16,13,16,15,19,1
1035,1.0076305866241455,16,14,16,15,19,1
1035,1.0076305866241455,16,15,18,15,19,1
1036,1.0079774856567383,19,0,18,16,20,1
1036,1.0079774856567383,18,1,19,16,20,1
1036,1.0079774856567383,18,2,18,16,20,1
1036,1.0079774856567383,18,3,18,16,20,1
1036,1.0079774856567383,19,4,19,16,20,1
1036,1.0079774856567383,16,5,16,16,20,1
1036,1.0079774856567383,20,6,18,16,20,1
1036,1.0079774856567383,15,7,16,16,20,1
1036,1.0079774856567383,16,8,19,16,20,1
1036,1.0079774856567383,19,9,18,16,20,1
1036,1.0079774856567383,18,10,20,16,20,1
1036,1.0079774856567383,19,11,18,16,20,1
1036,1.0079774856567383,16,12,16,16,20,1
1036,1.0079774856567383,18,13,18,16,20,1
1036,1.0079774856567383,19,14,20,16,20,1
1036,1.0079774856567383,22,15,18,16,20,1
1037,0.9938111305236816,18,0,20,17,21,1
1037,0.9938111305236816,14,1,18,17,21,1
1037,0.9938111305236816,20,2,20,17,21,1
1037,0.9938111305236816,23,3,23,17,21,1
1037,0.9938111305236816,19,4,20,17,21,1
1037,0.9938111305236816,16,5,19,17,21,1
1037,0.9938111305236816,17,6,19,17,21,1
1037,0.9938111305236816,20,7,20,17,21,1
1037,0.9938111305236816,21,8,21,17,21,1
1037,0.9938111305236816,18,9,18,17,21,1
1037,0.9938111305236816,18,10,18,17,21,1
1037,0.9938111305236816,17,11,19,17,21,1
1037,0.9938111305236816,20,12,20,17,21,1
1037,0.9938111305236816,16,13,20,17,21,1
1037,0.9938111305236816,20,14,20,17,21,1
1037,0.9938111305236816,18,15,18,17,21,1
1038,1.0088112354278564,15,0,20,18,22,1
1038,1.0088112354278564,19,1,19,18,22,1
1038,1.0088112354278564,20,2,21,18,22,1
1038,1.0088112354278564,19,3,22,18,22,1
1038,1.0088112354278564,22,4,21,18,22,1
1038,1.0088112354278564,20,5,20,18,22,1
1038,1.0088112354278564,22,6,22,18,22,1
1038,1.0088112354278564,20,7,22,18,22,1
1038,1.0088112354278564,19,8,21,18,22,1
1038,1.0088112354278564,21,9,22,18,22,1
1038,1.0088112354278564,22,10,22,18,22,1
1038,1.0088112354278564,17,11,21,18,22,1
1038,1.0088112354278564,20,12,20,18,22,1
1038,1.0088112354278564,20,13,22,18,22,1
1038,1.0088112354278564,19,14,22,18,22,1
1038,1.0088112354278564,20,15,20,18,22,1
1039,1.0069596767425537,28,0,22,19,23,1
1039,1.0069596767425537,23,1,23,19,23,1
1039,1.0069596767425537,23,2,20,19,23,1
1039,1.0069596767425537,24,3,20,19,23,1
1039,1.0069596767425537,24,4,22,19,23,1
1039,1.0069596767425537,27,5,22,19,23,1
1039,1.0069596767425537,23,6,21,19,23,1
1039,1.0069596767425537,22,7,22,19,23,1
1039,1.0069596767425537,23,8,23,19,23,1
1039,1.0069596767425537,22,9,22,19,23,1
1039,1.0069596767425537,23,10,22,19,23,1
1039,1.0069596767425537,22,11,22,19,23,1
1039,1.0069596767425537,22,12,20,19,23,1
1039,1.0069596767425537,21,13,21,19,23,1
1039,1.0069596767425537,22,14,22,19,23,1
1039,1.0069596767425537,23,15,20,19,23,1
1040,1.0031864643096924,19,0,22,20,24,1
1040,1.0031864643096924,23,1,23,20,24,1
1040,1.0031864643096924,21,2,22,20,24,1
1040,1.0031864643096924,22,3,20,20,24,1
1040,1.0031864643096924,21,4,23,20,24,1
1040,1.0031864643096924,20,5,22,20,24,1
1040,1.0031864643096924,22,6,24,20,24,1
1040,1.0031864643096924,21,7,23,20,24,1
1040,1.0031864643096924,23,8,23,20,24,1
1040,1.0031864643096924,22,9,22,20,24,1
1040,1.0031864643096924,23,10,23,20,24,1
1040,1.0031864643096924,23,11,24,20,24,1
1040,1.0031864643096924,22,12,23,20,24,1
1040,1.0031864643096924,23,13,23,20,24,1
1040,1.0031864643096924,22,14,23,20,24,1
1040,1.0031864643096924,23,15,23,20,24,1
1041,0.994666576385498,28,0,24,21,25,1
1041,0.994666576385498,23,1,25,21,25,1
1041,0.994666576385498,21,2,24,21,25,1
1041,0.994666576385498,23,3,23,21,25,1
1041,0.994666576385498,24,4,25,21,25,1
1041,0.994666576385498,24,5,22,21,25,1
1041,0.994666576385498,23,6,24,21,25,1
1041,0.994666576385498,24,7,26,21,25,1
1041,0.994666576385498,19,8,24,21,25,1
1041,0.994666576385498,24,9,23,21,25,1
1041,0.994666576385498,25,10,24,21,25,1
1041,0.994666576385498,23,11,22,21,25,1
1041,0.994666576385498,19,12,24,21,25,1
1041,0.994666576385498,23,13,23,21,25,1
1041,0.994666576385498,24,14,24,21,25,1
1041,0.994666576385498,24,15,25,21,25,1
1042,1.0073318481445312,23,0,24,22,26,1
1042,1.0073318481445312,24,1,24,22,26,1
1042,1.0073318481445312,24,2,24,22,26,1
1042,1.0073318481445312,24,3,24,22,26,1
1042,1.0073318481445312,20,4,24,22,26,1
1042,1.0073318481445312,24,5,24,22,26,1
1042,1.0073318481445312,22,6,23,22,26,1
1042,1.0073318481445312,24,7,25,22,26,1
1042,1.0073318481445312,13,8,25,22,26,1
1042,1.0073318481445312,23,9,24,22,26,1
1042,1.0073318481445312,26,10,24,22,26,1
1042,1.0073318481445312,26,11,26,22,26,1
1042,1.0073318481445312,23,12,23,22,26,1
1042,1.0073318481445312,28,13,25,22,26,1
1042,1.0073318481445312,24,14,24,22,26,1
1042,1.0073318481445312,27,15,22,22,26,1
1043,1.0047168731689453,26,0,26,23,27,1
1043,1.0047168731689453,26,1,26,23,27,1
1043,1.0047168731689453,25,2,26,23,27,1
1043,1.0047168731689453,26,3,26,23,27,1
1043,1.0047168731689453,23,4,25,23,27,1
1043,1.0047168731689453,24,5,25,23,27,1
1043,1.0047168731689453,24,6,24,23,27,1
1043,1.0047168731689453,24,7,25,23,27,1
1043,1.0047168731689453,26,8,26,23,27,1
1043,1.0047168731689453,24,9,26,23,27,1
1043,1.0047168731689453,28,10,26,23,27,1
1043,1.0047168731689453,28,11,25,23,27,1
1043,1.0047168731689453,26,12,26,23,27,1
1043,1.0047168731689453,27,13,27,23,27,1
1043,1.0047168731689453,23,14,24,23,27,1
1043,1.0047168731689453,26,15,25,23,27,1
1044,1.002993106842041,24,0,27,24,28,1
1044,1.002993106842041,28,1,28,24,28,1
1044,1.002993106842041,21,2,27,24,28,1
1044,1.002993106842041,26,3,26,24,28,1
1044,1.002993106842041,25,4,26,24,28,1
1044,1.002993106842041,27,5,26,24,28,1
1044,1.002993106842041,30,6,26,24,28,1
1044,1.002993106842041,24,7,26,24,28,1
1044,1.002993106842041,25,8,26,24,28,1
1044,1.002993106842041,28,9,27,24,28,1
1044,1.002993106842041,24,10,28,24,28,1
1044,1.002993106842041,26,11,26,24,28,1
1044,1.002993106842041,26,12,26,24,28,1
1044,1.002993106842041,28,13,26,24,28,1
1044,1.002993106842041,27,14,27,24,28,1
1044,1.002993106842041,23,15,26,24,28,1
1045,1.0095276832580566,27,0,28,25,29,1
1045,1.0095276832580566,28,1,29,25,29,1
1045,1.0095276832580566,29,2,30,25,29,1
1045,1.0095276832580566,30,3,31,25,29,1
1045,1.0095276832580566,23,4,28,25,29,1
1045,1.0095276832580566,25,5,28,25,29,1
1045,1.0095276832580566,27,6,28,25,29,1
1045,1.0095276832580566,26,7,26,25,29,1
1045,1.0095276832580566,27,8,28,25,29,1
1045,1.0095276832580566,22,9,27,25,29,1
1045,1.0095276832580566,28,10,29,25,29,1
1045,1.0095276832580566,28,11,28,25,29,1
1045,1.0095276832580566,28,12,27,25,29,1
1045,1.0095276832580566,27,13,28,25,29,1
1045,1.0095276832580566,26,14,29,25,29,1
1045,1.0095276832580566,29,15,29,25,29,1
1046,1.0026957988739014,27,0,27,26,30,1
1046,1.0026957988739014,28,1,28,26,30,1
1046,1.0026957988739014,30,2,29,26,30,1
1046,1.0026957988739014,28,3,30,26,30,1
1046,1.0026957988739014,28,4,30,26,30,1
1046,1.0026957988739014,28,5,29,26,30,1
1046,1.0026957988739014,28,6,29,26,30,1
1046,1.0026957988739014,28,7,29,26,30,1
1046,1.0026957988739014,26,8,30,26,30,1
1046,1.0026957988739014,31,9,28,26,30,1
1046,1.0026957988739014,29,10,30,26,30,1
1046,1.0026957988739014,26,11,28,26,30,1
1046,1.0026957988739014,27,12,28,26,30,1
1046,1.0026957988739014,27,13,28,26,30,1
1046,1.0026957988739014,29,14,29,26,30,1
1046,1.0026957988739014,31,15,32,26,30,1
1047,1.0096275806427002,31,0,30,27,31,1
1047,1.0096275806427002,27,1,30,27,31,1
1047,1.0096275806427002,30,2,31,27,31,1
1047,1.0096275806427002,25,3,29,27,31,1
1047,1.0096275806427002,29,4,29,27,31,1
1047,1.0096275806427002,28,5,29,27,31,1
1047,1.0096275806427002,29,6,31,27,31,1
1047,1.0096275806427002,29,7,28,27,31,1
1047,1.0096275806427002,26,8,30,27,31,1
1047,1.0096275806427002,32,9,30,27,31,1
1047,1.0096275806427002,30,10,31,27,31,1
1047,1.0096275806427002,28,11,29,27,31,1
1047,1.0096275806427002,27,12,31,27,31,1
1047,1.0096275806427002,29,13,30,27,31,1
1047,1.0096275806427002,30,14,30,27,31,1
1047,1.0096275806427002,30,15,30,27,31,1
1048,1.0113999843597412,30,0,30,28,32,1
1048,1.0113999843597412,32,1,31,28,32,1
1048,1.0113999843597412,33,2,30,28,32,1
1048,1.0113999843597412,32,3,31,28,32,1
1048,1.0113999843597412,31,4,31,28,32,1
1048,1.0113999843597412,28,5,30,28,32,1
1048,1.0113999843597412,30,6,32,28,32,1
1048,1.0113999843597412,30,7,31,28,32,1
1048,1.0113999843597412,32,8,31,28,32,1
1048,1.0113999843597412,29,9,31,28,32,1
1048,1.0113999843597412,28,10,31,28,32,1
1048,1.0113999843597412,29,11,30,28,32,1
1048,1.0113999843597412,34,12,30,28,32,1
1048,1.0113999843597412,28,13,30,28,32,1
1048,1.0113999843597412,30,14,31,28,32,1
1048,1.0113999843597412,30,15,30,28,32,1
1049,1.0075905323028564,33,0,32,29,33,1
1049,1.0075905323028564,31,1,32,29,33,1
1049,1.0075905323028564,26,2,28,29,33,1
1049,1.0075905323028564,32,3,32,29,33,1
1049,1.0075905323028564,28,4,31,29,33,1
1049,1.0075905323028564,31,5,31,29,33,1
1049,1.0075905323028564,30,6,30,29,33,1
1049,1.0075905323028564,30,7,31,29,33,1
1049,1.0075905323028564,33,8,31,29,33,1
1049,1.0075905323028564,32,9,33,29,33,1
1049,1.0075905323028564,31,10,31,29,33,1
1049,1.0075905323028564,34,11,32,29,33,1
1049,1.0075905323028564,29,12,31,29,33,1
1049,1.0075905323028564,33,13,34,29,33,1
1049,1.0075905323028564,29,14,30,29,33,1
1049,1.0075905323028564,29,15,31,29,33,1
1050,0.9966497421264648,28,0,32,30,34,1
1050,0.9966497421264648,32,1,32,30,34,1
1050,0.9966497421264648,33,2,32,30,34,1
1050,0.9966497421264648,34,3,32,30,34,1
1050,0.9966497421264648,34,4,34,30,34,1
1050,0.9966497421264648,32,5,32,30,34,1
1050,0.9966497421264648,34,6,33,30,34,1
1050,0.9966497421264648,31,7,34,30,34,1
1050,0.9966497421264648,32,8,35,30,34,1
1050,0.9966497421264648,36,9,34,30,34,1
1050,0.9966497421264648,33,10,32,30,34,1
1050,0.9966497421264648,32,11,31,30,34,1
1050,0.9966497421264648,33,12,34,30,34,1
1050,0.9966497421264648,34,13,34,30,34,1
1050,0.9966497421264648,33,14,34,30,34,1
1050,0.9966497421264648,32,15,32,30,34,1
1051,1.0053443908691406,27,0,33,31,35,1
1051,1.0053443908691406,31,1,32,31,35,1
1051,1.0053443908691406,32,2,33,31,35,1
1051,1.0053443908691406,33,3,33,31,35,1
1051,1.0053443908691406,34,4,35,31,35,1
1051,1.0053443908691406,32,5,33,31,35,1
1051,1.0053443908691406,31,6,34,31,35,1
1051,1.0053443908691406,32,7,32,31,35,1
1051,1.0053443908691406,32,8,34,31,35,1
1051,1.0053443908691406,32,9,34,31,35,1
1051,1.0053443908691406,34,10,34,31,35,1
1051,1.0053443908691406,34,11,34,31,35,1
1051,1.0053443908691406,36,12,32,31,35,1
1051,1.0053443908691406,32,13,33,31,35,1
1051,1.0053443908691406,34,14,34,31,35,1
1051,1.0053443908691406,34,15,34,31,35,1
1052,1.0112969875335693,37,0,36,32,36,1
1052,1.0112969875335693,37,1,35,32,36,1
1052,1.0112969875335693,28,2,35,32,36,1
1052,1.0112969875335693,37,3,34,32,36,1
1052,1.0112969875335693,34,4,35,32,36,1
1052,1.0112969875335693,35,5,34,32,36,1
1052,1.0112969875335693,34,6,34,32,36,1
1052,1.0112969875335693,35,7,35,32,36,1
1052,1.0112969875335693,33,8,33,32,36,1
1052,1.0112969875335693,35,9,36,32,36,1
1052,1.0112969875335693,33,10,34,32,36,1
1052,1.0112969875335693,28,11,36,32,36,1
1052,1.0112969875335693,32,12,32,32,36,1
1052,1.0112969875335693,32,13,32,32,36,1
1052,1.0112969875335693,33,14,32,32,36,1
1052,1.0112969875335693,25,15,36,32,36,1
1053,0.9915940761566162,34,0,35,33,37,1
1053,0.9915940761566162,34,1,34,33,37,1
1053,0.9915940761566162,34,2,35,33,37,1
1053,0.9915940761566162,34,3,36,33,37,1
1053,0.9915940761566162,36,4,35,33,37,1
1053,0.9915940761566162,35,5,35,33,37,1
1053,0.9915940761566162,35,6,36,33,37,1
1053,0.9915940761566162,38,7,36,33,37,1
1053,0.9915940761566162,36,8,36,33,37,1
1053,0.9915940761566162,36,9,37,33,37,1
1053,0.9915940761566162,36,10,35,33,37,1
1053,0.9915940761566162,35,11,36,33,37,1
1053,0.9915940761566162,36,12,35,33,37,1
1053,0.9915940761566162,36,13,35,33,37,1
1053,0.9915940761566162,36,14,35,33,37,1
1053,0.9915940761566162,36,15,36,33,37,1
1054,1.0080883502960205,37,0,37,34,38,1
1054,1.0080883502960205,39,1,38,34,38,1
1054,1.0080883502960205,35,2,36,34,38,1
1054,1.0080883502960205,38,3,38,34,38,1
1054,1.0080883502960205,36,4,38,34,38,1
1054,1.0080883502960205,35,5,36,34,38,1
1054,1.0080883502960205,38,6,38,34,38,1
1054,1.0080883502960205,36,7,36,34,38,1
1054,1.0080883502960205,37,8,38,34,38,1
1054,1.0080883502960205,36,9,37,34,38,1
1054,1.0080883502960205,36,10,36,34,38,1
1054,1.0080883502960205,34,11,37,34,38,1
1054,1.0080883502960205,37,12,37,34,38,1
1054,1.0080883502960205,36,13,36,34,38,1
1054,1.0080883502960205,34,14,34,34,38,1
1054,1.0080883502960205,34,15,36,34,38,1
1055,0.9979996681213379,38,0,37,35,39,1
1055,0.9979996681213379,38,1,38,35,39,1
1055,0.9979996681213379,36,2,39,35,39,1
1055,0.9979996681213379,37,3,38,35,39,1
1055,0.9979996681213379,38,4,38,35,39,1
1055,0.9979996681213379,38,5,39,35,39,1
1055,0.9979996681213379,39,6,37,35,39,1
1055,0.9979996681213379,36,7,37,35,39,1
1055,0.9979996681213379,38,8,38,35,39,1
1055,0.9979996681213379,34,9,34,35,39,1
1055,0.9979996681213379,37,10,37,35,39,1
1055,0.9979996681213379,38,11,36,35,39,1
1055,0.9979996681213379,38,12,37,35,39,1
1055,0.9979996681213379,37,13,39,35,39,1
1055,0.9979996681213379,39,14,38,35,39,1
1055,0.9979996681213379,38,15,38,35,39,1
1056,1.0038750171661377,39,0,38,36,40,1
1056,1.0038750171661377,38,1,38,36,40,1
1056,1.0038750171661377,38,2,38,36,40,1
1056,1.0038750171661377,38,3,39,36,40,1
1056,1.0038750171661377,39,4,39,36,40,1
1056,1.0038750171661377,38,5,40,36,40,1
1056,1.0038750171661377,38,6,38,36,40,1
1056,1.0038750171661377,39,7,39,36,40,1
1056,1.0038750171661377,39,8,39,36,40,1
1056,1.0038750171661377,38,9,38,36,40,1
1056,1.0038750171661377,38,10,38,36,40,1
1056,1.0038750171661377,38,11,38,36,40,1
1056,1.0038750171661377,39,12,39,36,40,1
1056,1.0038750171661377,39,13,39,36,40,1
1056,1.0038750171661377,37,14,38,36,40,1
1056,1.0038750171661377,36,15,38,36,40,1
1057,1.0063912868499756,40,0,40,37,41,1
1057,1.0063912868499756,40,1,40,37,41,1
1057,1.0063912868499756,40,2,41,37,41,1
1057,1.0063912868499756,42,3,42,37,41,1
1057,1.0063912868499756,38,4,41,37,41,1
1057,1.0063912868499756,39,5,39,37,41,1
1057,1.0063912868499756,38,6,37,37,41,1
1057,1.0063912868499756,41,7,41,37,41,1
1057,1.0063912868499756,39,8,38,37,41,1
1057,1.0063912868499756,40,9,41,37,41,1
1057,1.0063912868499756,36,10,39,37,41,1
1057,1.0063912868499756,39,11,41,37,41,1
1057,1.0063912868499756,39,12,39,37,41,1
1057,1.0063912868499756,39,13,39,37,41,1
1057,1.0063912868499756,39,14,39,37,41,1
1057,1.0063912868499756,40,15,41,37,41,1
1058,0.999997615814209,42,0,40,38,42,1
1058,0.999997615814209,41,1,41,38,42,1
1058,0.999997615814209,40,2,40,38,42,1
1058,0.999997615814209,42,3,42,38,42,1
1058,0.999997615814209,41,4,42,38,42,1
1058,0.999997615814209,41,5,41,38,42,1
1058,0.999997615814209,42,6,40,38,42,1
1058,0.999997615814209,40,7,42,38,42,1
1058,0.999997615814209,38,8,39,38,42,1
1058,0.999997615814209,40,9,40,38,42,1
1058,0.999997615814209,40,10,41,38,42,1
1058,0.999997615814209,40,11,39,38,42,1
1058,0.999997615814209,39,12,39,38,42,1
1058,0.999997615814209,40,13,41,38,42,1
1058,0.999997615814209,39,14,40,38,42,1
1058,0.999997615814209,39,15,39,38,42,1
1059,1.0130102634429932,42,0,42,39,43,1
1059,1.0130102634429932,42,1,40,39,43,1
1059,1.0130102634429932,42,2,43,39,43,1
1059,1.0130102634429932,42,3,42,39,43,1
1059,1.0130102634429932,40,4,39,39,43,1
1059,1.0130102634429932,43,5,42,39,43,1
1059,1.0130102634429932,40,6,39,39,43,1
1059,1.0130102634429932,41,7,40,39,43,1
1059,1.0130102634429932,42,8,42,39,43,1
1059,1.0130102634429932,42,9,42,39,43,1
1059,1.0130102634429932,43,10,42,39,43,1
1059,1.0130102634429932,42,11,42,39,43,1
1059,1.0130102634429932,43,12,42,39,43,1
1059,1.0130102634429932,41,13,42,39,43,1
1059,1.0130102634429932,41,14,41,39,43,1
1059,1.0130102634429932,42,15,42,39,43,1
1060,0.9967849254608154,42,0,42,40,44,1
1060,0.9967849254608154,42,1,42,40,44,1
1060,0.9967849254608154,42,2,43,40,44,1
1060,0.9967849254608154,42,3,44,40,44,1
1060,0.9967849254608154,42,4,42,40,44,1
1060,0.9967849254608154,41,5,42,40,44,1
1060,0.9967849254608154,42,6,43,40,44,1
1060,0.9967849254608154,43,7,44,40,44,1
1060,0.9967849254608154,43,8,43,40,44,1
